Suite/Test/Step Name,Browser,Description,Start time,End time,Duration,Status
tes,IE 10.0,,2018-10-11 10:51:38,2018-10-11 10:52:28,49.757s,FAILED
,,,,,,
Test Cases/TC_01_Member_Login/TC_MOBILE_LOGIN,IE 10.0,,2018-10-11 10:51:39,2018-10-11 10:51:47,8.124s,PASSED
openBrowser,IE 10.0,,2018-10-11 10:51:39,2018-10-11 10:51:44,4.919s,PASSED
maximizeWindow,IE 10.0,,2018-10-11 10:51:44,2018-10-11 10:51:45,1.196s,PASSED
setText,IE 10.0,,2018-10-11 10:51:45,2018-10-11 10:51:46,0.283s,PASSED
setText,IE 10.0,,2018-10-11 10:51:46,2018-10-11 10:51:46,0.186s,PASSED
click,IE 10.0,,2018-10-11 10:51:46,2018-10-11 10:51:47,1.171s,PASSED
,,,,,,
Test Cases/TC_02_PDP/TC_PDP_digital,IE 10.0,,2018-10-11 10:51:47,2018-10-11 10:51:52,4.885s,FAILED
navigateToUrl,IE 10.0,,2018-10-11 10:51:47,2018-10-11 10:51:51,3.703s,PASSED
waitForElementClickable,IE 10.0,,2018-10-11 10:51:51,2018-10-11 10:51:51,0.130s,PASSED
click,IE 10.0,,2018-10-11 10:51:51,2018-10-11 10:51:52,0.659s,FAILED
,,,,,,
Test Cases/TC_03_Trade/Choose Payment Method/TC_01_Digital_Mandiri_Debit_Online,IE 10.0,,2018-10-11 10:51:52,2018-10-11 10:52:20,27.921s,FAILED
click,IE 10.0,,2018-10-11 10:51:52,2018-10-11 10:52:20,27.636s,FAILED
,,,,,,
Test Cases/TC_03_Trade/TC_Click_Button_Order_and_get_order_number,IE 10.0,,2018-10-11 10:52:20,2018-10-11 10:52:28,8.405s,FAILED
click,IE 10.0,,2018-10-11 10:52:20,2018-10-11 10:52:28,8.066s,FAILED
