Suite/Test/Step Name,Browser,Description,Start time,End time,Duration,Status
TS_07_BNI_kartu_kredit,IE 10.0,,2018-10-11 13:13:42,2018-10-11 13:14:04,22.175s,PASSED
,,,,,,
Test Cases/TC_01_Member_Login/TC_MOBILE_LOGIN,IE 10.0,,2018-10-11 13:13:42,2018-10-11 13:13:51,8.274s,PASSED
openBrowser,IE 10.0,,2018-10-11 13:13:43,2018-10-11 13:13:48,5.433s,PASSED
maximizeWindow,IE 10.0,,2018-10-11 13:13:48,2018-10-11 13:13:49,1.145s,PASSED
setText,IE 10.0,,2018-10-11 13:13:49,2018-10-11 13:13:50,0.218s,PASSED
setText,IE 10.0,,2018-10-11 13:13:50,2018-10-11 13:13:50,0.157s,PASSED
click,IE 10.0,,2018-10-11 13:13:50,2018-10-11 13:13:51,0.998s,PASSED
,,,,,,
Test Cases/TC_02_PDP/TC_PDP_digital,IE 10.0,,2018-10-11 13:13:51,2018-10-11 13:13:57,6.336s,PASSED
navigateToUrl,IE 10.0,,2018-10-11 13:13:51,2018-10-11 13:13:55,3.299s,PASSED
delay,IE 10.0,,2018-10-11 13:13:55,2018-10-11 13:13:57,2.034s,PASSED
click,IE 10.0,,2018-10-11 13:13:57,2018-10-11 13:13:57,0.143s,PASSED
click,IE 10.0,,2018-10-11 13:13:57,2018-10-11 13:13:57,0.347s,PASSED
,,,,,,
Test Cases/TC_03_Trade/Choose Payment Method/TC_05_Digital_BNI_Virtual_Account,IE 10.0,,2018-10-11 13:13:57,2018-10-11 13:13:59,1.506s,PASSED
click,IE 10.0,,2018-10-11 13:13:57,2018-10-11 13:13:58,0.987s,PASSED
click,IE 10.0,,2018-10-11 13:13:58,2018-10-11 13:13:59,0.235s,PASSED
blj.common.report.Autoplaced.AppendToBlanjaAutoplacedReport,IE 10.0,,2018-10-11 13:13:59,2018-10-11 13:13:59,0.022s,PASSED
,,,,,,
Test Cases/TC_03_Trade/TC_Click_Button_Order_and_get_order_number,IE 10.0,,2018-10-11 13:13:59,2018-10-11 13:14:03,4.903s,PASSED
click,IE 10.0,,2018-10-11 13:13:59,2018-10-11 13:13:59,0.112s,PASSED
navigateToUrl,IE 10.0,,2018-10-11 13:13:59,2018-10-11 13:14:02,2.698s,PASSED
click,IE 10.0,,2018-10-11 13:14:02,2018-10-11 13:14:02,0.122s,PASSED
click,IE 10.0,,2018-10-11 13:14:02,2018-10-11 13:14:02,0.548s,PASSED
"Statement - orderNumber = ""- "" + com.kms.katalon.core.webui.keyword.WebUiBuiltInKeywords.getText(com.kms.katalon.core.testobject.ObjectRepository.findTestObject(No_order))",IE 10.0,,2018-10-11 13:14:02,2018-10-11 13:14:03,1.138s,PASSED
blj.common.report.Autoplaced.AppendToBlanjaAutoplacedReport,IE 10.0,,2018-10-11 13:14:03,2018-10-11 13:14:03,0.008s,PASSED
