Suite/Test/Step Name,Browser,Description,Start time,End time,Duration,Status
TS_07_BNI_kartu_kredit,IE 10.0,,2018-10-11 13:20:15,2018-10-11 13:20:39,24.137s,PASSED
,,,,,,
Test Cases/TC_01_Member_Login/TC_MOBILE_LOGIN,IE 10.0,,2018-10-11 13:20:15,2018-10-11 13:20:26,10.986s,PASSED
openBrowser,IE 10.0,,2018-10-11 13:20:16,2018-10-11 13:20:21,4.926s,PASSED
maximizeWindow,IE 10.0,,2018-10-11 13:20:21,2018-10-11 13:20:22,1.205s,PASSED
setText,IE 10.0,,2018-10-11 13:20:22,2018-10-11 13:20:22,0.239s,PASSED
setText,IE 10.0,,2018-10-11 13:20:22,2018-10-11 13:20:22,0.166s,PASSED
click,IE 10.0,,2018-10-11 13:20:22,2018-10-11 13:20:26,4.071s,PASSED
,,,,,,
Test Cases/TC_02_PDP/TC_PDP_digital,IE 10.0,,2018-10-11 13:20:26,2018-10-11 13:20:32,5.916s,PASSED
navigateToUrl,IE 10.0,,2018-10-11 13:20:27,2018-10-11 13:20:28,1.660s,PASSED
delay,IE 10.0,,2018-10-11 13:20:28,2018-10-11 13:20:30,2.032s,PASSED
click,IE 10.0,,2018-10-11 13:20:30,2018-10-11 13:20:31,0.118s,PASSED
click,IE 10.0,,2018-10-11 13:20:31,2018-10-11 13:20:32,1.786s,PASSED
,,,,,,
Test Cases/TC_03_Trade/Choose Payment Method/TC_07_Digital_BNI_kartu_kredit,IE 10.0,,2018-10-11 13:20:32,2018-10-11 13:20:33,0.741s,PASSED
click,IE 10.0,,2018-10-11 13:20:33,2018-10-11 13:20:33,0.141s,PASSED
click,IE 10.0,,2018-10-11 13:20:33,2018-10-11 13:20:33,0.322s,PASSED
blj.common.report.Autoplaced.AppendToBlanjaAutoplacedReport,IE 10.0,,2018-10-11 13:20:33,2018-10-11 13:20:33,0.038s,PASSED
,,,,,,
Test Cases/TC_03_Trade/TC_Click_Button_Order_and_get_order_number,IE 10.0,,2018-10-11 13:20:33,2018-10-11 13:20:38,5.292s,PASSED
click,IE 10.0,,2018-10-11 13:20:33,2018-10-11 13:20:34,0.126s,PASSED
navigateToUrl,IE 10.0,,2018-10-11 13:20:34,2018-10-11 13:20:37,2.979s,PASSED
click,IE 10.0,,2018-10-11 13:20:37,2018-10-11 13:20:37,0.166s,PASSED
click,IE 10.0,,2018-10-11 13:20:37,2018-10-11 13:20:37,0.538s,PASSED
"Statement - orderNumber = ""- "" + com.kms.katalon.core.webui.keyword.WebUiBuiltInKeywords.getText(com.kms.katalon.core.testobject.ObjectRepository.findTestObject(No_order))",IE 10.0,,2018-10-11 13:20:37,2018-10-11 13:20:38,1.158s,PASSED
blj.common.report.Autoplaced.AppendToBlanjaAutoplacedReport,IE 10.0,,2018-10-11 13:20:38,2018-10-11 13:20:38,0.016s,PASSED
