Suite/Test/Step Name,Browser,Description,Start time,End time,Duration,Status
TS_06_BNI_Debit_online,IE 10.0,,2018-10-11 13:15:21,2018-10-11 13:15:46,24.951s,PASSED
,,,,,,
Test Cases/TC_01_Member_Login/TC_MOBILE_LOGIN,IE 10.0,,2018-10-11 13:15:21,2018-10-11 13:15:32,11.217s,PASSED
openBrowser,IE 10.0,,2018-10-11 13:15:21,2018-10-11 13:15:26,4.896s,PASSED
maximizeWindow,IE 10.0,,2018-10-11 13:15:26,2018-10-11 13:15:27,1.159s,PASSED
setText,IE 10.0,,2018-10-11 13:15:27,2018-10-11 13:15:28,0.273s,PASSED
setText,IE 10.0,,2018-10-11 13:15:28,2018-10-11 13:15:28,0.193s,PASSED
click,IE 10.0,,2018-10-11 13:15:28,2018-10-11 13:15:32,4.282s,PASSED
,,,,,,
Test Cases/TC_02_PDP/TC_PDP_digital,IE 10.0,,2018-10-11 13:15:32,2018-10-11 13:15:38,6.170s,PASSED
navigateToUrl,IE 10.0,,2018-10-11 13:15:33,2018-10-11 13:15:35,2.037s,PASSED
delay,IE 10.0,,2018-10-11 13:15:35,2018-10-11 13:15:37,2.037s,PASSED
click,IE 10.0,,2018-10-11 13:15:37,2018-10-11 13:15:37,0.162s,PASSED
click,IE 10.0,,2018-10-11 13:15:37,2018-10-11 13:15:38,1.540s,PASSED
,,,,,,
Test Cases/TC_03_Trade/Choose Payment Method/TC_06_Digital_BNI_Debit_online,IE 10.0,,2018-10-11 13:15:38,2018-10-11 13:15:39,0.915s,PASSED
click,IE 10.0,,2018-10-11 13:15:39,2018-10-11 13:15:39,0.233s,PASSED
click,IE 10.0,,2018-10-11 13:15:39,2018-10-11 13:15:39,0.351s,PASSED
blj.common.report.Autoplaced.AppendToBlanjaAutoplacedReport,IE 10.0,,2018-10-11 13:15:39,2018-10-11 13:15:39,0.040s,PASSED
,,,,,,
Test Cases/TC_03_Trade/TC_Click_Button_Order_and_get_order_number,IE 10.0,,2018-10-11 13:15:39,2018-10-11 13:15:45,5.386s,PASSED
click,IE 10.0,,2018-10-11 13:15:40,2018-10-11 13:15:40,0.114s,PASSED
navigateToUrl,IE 10.0,,2018-10-11 13:15:40,2018-10-11 13:15:43,2.984s,PASSED
click,IE 10.0,,2018-10-11 13:15:43,2018-10-11 13:15:43,0.179s,PASSED
click,IE 10.0,,2018-10-11 13:15:43,2018-10-11 13:15:44,0.632s,PASSED
"Statement - orderNumber = ""- "" + com.kms.katalon.core.webui.keyword.WebUiBuiltInKeywords.getText(com.kms.katalon.core.testobject.ObjectRepository.findTestObject(No_order))",IE 10.0,,2018-10-11 13:15:44,2018-10-11 13:15:45,1.208s,PASSED
blj.common.report.Autoplaced.AppendToBlanjaAutoplacedReport,IE 10.0,,2018-10-11 13:15:45,2018-10-11 13:15:45,0.007s,PASSED
