Suite/Test/Step Name,Browser,Description,Start time,End time,Duration,Status
tes,Chrome 65.0.3302.0,,2018-10-10 14:46:38,2018-10-10 14:47:21,43.626s,FAILED
,,,,,,
Test Cases/TC_MOBILE_LOGIN,Chrome 65.0.3302.0,,2018-10-10 14:46:38,2018-10-10 14:46:46,8.015s,PASSED
openBrowser,Chrome 65.0.3302.0,,2018-10-10 14:46:39,2018-10-10 14:46:44,5.266s,PASSED
setText,Chrome 65.0.3302.0,,2018-10-10 14:46:44,2018-10-10 14:46:44,0.452s,PASSED
setText,Chrome 65.0.3302.0,,2018-10-10 14:46:44,2018-10-10 14:46:44,0.243s,PASSED
click,Chrome 65.0.3302.0,,2018-10-10 14:46:44,2018-10-10 14:46:46,1.645s,PASSED
,,,,,,
Test Cases/TC_PDP_digital,Chrome 65.0.3302.0,,2018-10-10 14:46:46,2018-10-10 14:47:20,34.295s,FAILED
navigateToUrl,Chrome 65.0.3302.0,,2018-10-10 14:46:46,2018-10-10 14:46:48,1.599s,PASSED
click,Chrome 65.0.3302.0,,2018-10-10 14:46:48,2018-10-10 14:47:20,32.377s,FAILED
