Suite/Test/Step Name,Browser,Description,Start time,End time,Duration,Status
tes,Chrome 65.0.3302.0,,2018-10-10 14:57:49,2018-10-10 14:58:02,12.327s,FAILED
,,,,,,
Test Cases/TC_MOBILE_LOGIN,Chrome 65.0.3302.0,,2018-10-10 14:57:50,2018-10-10 14:57:57,6.865s,PASSED
openBrowser,Chrome 65.0.3302.0,,2018-10-10 14:57:50,2018-10-10 14:57:55,4.947s,PASSED
setText,Chrome 65.0.3302.0,,2018-10-10 14:57:55,2018-10-10 14:57:55,0.301s,PASSED
setText,Chrome 65.0.3302.0,,2018-10-10 14:57:55,2018-10-10 14:57:56,0.210s,PASSED
click,Chrome 65.0.3302.0,,2018-10-10 14:57:56,2018-10-10 14:57:57,1.045s,PASSED
,,,,,,
Test Cases/TC_PDP_digital,Chrome 65.0.3302.0,,2018-10-10 14:57:57,2018-10-10 14:58:01,4.258s,FAILED
navigateToUrl,Chrome 65.0.3302.0,,2018-10-10 14:57:57,2018-10-10 14:58:00,2.966s,PASSED
waitForElementClickable,Chrome 65.0.3302.0,,2018-10-10 14:58:00,2018-10-10 14:58:00,0.196s,PASSED
click,Chrome 65.0.3302.0,,2018-10-10 14:58:00,2018-10-10 14:58:01,0.807s,FAILED
