Suite/Test/Step Name,Browser,Description,Start time,End time,Duration,Status
TS_16_BCA_KlikBCA,IE 10.0,,2018-10-11 14:42:39,2018-10-11 14:43:35,56.113s,FAILED
,,,,,,
Test Cases/TC_01_Member_Login/TC_MOBILE_LOGIN,IE 10.0,,2018-10-11 14:42:40,2018-10-11 14:42:49,9.162s,PASSED
openBrowser,IE 10.0,,2018-10-11 14:42:40,2018-10-11 14:42:45,5.233s,PASSED
maximizeWindow,IE 10.0,,2018-10-11 14:42:45,2018-10-11 14:42:46,1.190s,PASSED
setText,IE 10.0,,2018-10-11 14:42:46,2018-10-11 14:42:47,0.220s,PASSED
setText,IE 10.0,,2018-10-11 14:42:47,2018-10-11 14:42:47,0.152s,PASSED
delay,IE 10.0,,2018-10-11 14:42:47,2018-10-11 14:42:48,1.027s,PASSED
click,IE 10.0,,2018-10-11 14:42:48,2018-10-11 14:42:49,1.018s,PASSED
,,,,,,
Test Cases/TC_02_PDP/TC_PDP_digital,IE 10.0,,2018-10-11 14:42:49,2018-10-11 14:42:55,6.695s,PASSED
navigateToUrl,IE 10.0,,2018-10-11 14:42:49,2018-10-11 14:42:52,2.723s,PASSED
delay,IE 10.0,,2018-10-11 14:42:52,2018-10-11 14:42:54,2.007s,PASSED
click,IE 10.0,,2018-10-11 14:42:54,2018-10-11 14:42:54,0.169s,PASSED
click,IE 10.0,,2018-10-11 14:42:54,2018-10-11 14:42:55,1.389s,PASSED
,,,,,,
Test Cases/TC_03_Trade/Choose Payment Method/TC_16_Digital_BCA_KlikBCA,IE 10.0,,2018-10-11 14:42:55,2018-10-11 14:43:29,33.247s,FAILED
click,IE 10.0,,2018-10-11 14:42:56,2018-10-11 14:42:56,0.133s,PASSED
click,IE 10.0,,2018-10-11 14:42:56,2018-10-11 14:42:56,0.239s,PASSED
setText,IE 10.0,,2018-10-11 14:42:56,2018-10-11 14:43:29,32.650s,FAILED
,,,,,,
Test Cases/TC_03_Trade/TC_Click_Button_Order_and_get_order_number,IE 10.0,,2018-10-11 14:43:29,2018-10-11 14:43:34,5.784s,PASSED
click,IE 10.0,,2018-10-11 14:43:29,2018-10-11 14:43:29,0.171s,PASSED
navigateToUrl,IE 10.0,,2018-10-11 14:43:29,2018-10-11 14:43:32,3.217s,PASSED
click,IE 10.0,,2018-10-11 14:43:32,2018-10-11 14:43:33,0.218s,PASSED
click,IE 10.0,,2018-10-11 14:43:33,2018-10-11 14:43:33,0.724s,PASSED
"Statement - orderNumber = ""- "" + com.kms.katalon.core.webui.keyword.WebUiBuiltInKeywords.getText(com.kms.katalon.core.testobject.ObjectRepository.findTestObject(No_order))",IE 10.0,,2018-10-11 14:43:33,2018-10-11 14:43:34,1.177s,PASSED
blj.common.report.Autoplaced.AppendToBlanjaAutoplacedReport,IE 10.0,,2018-10-11 14:43:34,2018-10-11 14:43:34,0.021s,PASSED
