Suite/Test/Step Name,Browser,Description,Start time,End time,Duration,Status
TS_02_Mandiri_kartu_kredit_cicilan,IE 10.0,,2018-10-12 16:12:35,2018-10-12 16:13:02,26.752s,PASSED
,,,,,,
Test Cases/TC_01_Member_Login/TC_MOBILE_LOGIN,IE 10.0,,2018-10-12 16:12:35,2018-10-12 16:12:45,9.787s,PASSED
openBrowser,IE 10.0,,2018-10-12 16:12:36,2018-10-12 16:12:41,5.360s,PASSED
maximizeWindow,IE 10.0,,2018-10-12 16:12:41,2018-10-12 16:12:42,1.233s,PASSED
setText,IE 10.0,,2018-10-12 16:12:42,2018-10-12 16:12:43,0.359s,PASSED
setText,IE 10.0,,2018-10-12 16:12:43,2018-10-12 16:12:43,0.242s,PASSED
delay,IE 10.0,,2018-10-12 16:12:43,2018-10-12 16:12:44,1.054s,PASSED
click,IE 10.0,,2018-10-12 16:12:44,2018-10-12 16:12:45,1.110s,PASSED
,,,,,,
Test Cases/TC_02_PDP/TC_PDP_Digital_5_barang,IE 10.0,,2018-10-12 16:12:45,2018-10-12 16:12:54,8.939s,PASSED
navigateToUrl,IE 10.0,,2018-10-12 16:12:45,2018-10-12 16:12:49,3.946s,PASSED
delay,IE 10.0,,2018-10-12 16:12:49,2018-10-12 16:12:51,2.005s,PASSED
click,IE 10.0,,2018-10-12 16:12:51,2018-10-12 16:12:52,0.169s,PASSED
click,IE 10.0,,2018-10-12 16:12:52,2018-10-12 16:12:52,0.129s,PASSED
click,IE 10.0,,2018-10-12 16:12:52,2018-10-12 16:12:52,0.080s,PASSED
click,IE 10.0,,2018-10-12 16:12:52,2018-10-12 16:12:52,0.079s,PASSED
click,IE 10.0,,2018-10-12 16:12:52,2018-10-12 16:12:52,0.083s,PASSED
click,IE 10.0,,2018-10-12 16:12:52,2018-10-12 16:12:54,2.010s,PASSED
,,,,,,
Test Cases/TC_03_Trade/Choose Payment Method/TC_02_Digital_Mandiri_Kartu_kredit_cicilan,IE 10.0,,2018-10-12 16:12:54,2018-10-12 16:12:55,1.281s,PASSED
click,IE 10.0,,2018-10-12 16:12:54,2018-10-12 16:12:55,0.225s,PASSED
click,IE 10.0,,2018-10-12 16:12:55,2018-10-12 16:12:55,0.434s,PASSED
selectOptionByIndex,IE 10.0,,2018-10-12 16:12:55,2018-10-12 16:12:55,0.236s,PASSED
blj.common.report.Autoplaced.AppendToBlanjaAutoplacedReport,IE 10.0,,2018-10-12 16:12:55,2018-10-12 16:12:55,0.072s,PASSED
,,,,,,
Test Cases/TC_03_Trade/TC_Click_Button_Order_and_get_order_number,IE 10.0,,2018-10-12 16:12:55,2018-10-12 16:13:02,6.228s,PASSED
click,IE 10.0,,2018-10-12 16:12:56,2018-10-12 16:12:56,0.143s,PASSED
navigateToUrl,IE 10.0,,2018-10-12 16:12:56,2018-10-12 16:12:59,2.962s,PASSED
click,IE 10.0,,2018-10-12 16:12:59,2018-10-12 16:12:59,0.206s,PASSED
click,IE 10.0,,2018-10-12 16:12:59,2018-10-12 16:13:00,1.362s,PASSED
"Statement - orderNumber = ""- "" + com.kms.katalon.core.webui.keyword.WebUiBuiltInKeywords.getText(com.kms.katalon.core.testobject.ObjectRepository.findTestObject(No_order))",IE 10.0,,2018-10-12 16:13:00,2018-10-12 16:13:01,1.197s,PASSED
blj.common.report.Autoplaced.AppendToBlanjaAutoplacedReport,IE 10.0,,2018-10-12 16:13:01,2018-10-12 16:13:02,0.014s,PASSED
