Suite/Test/Step Name,Browser,Description,Start time,End time,Duration,Status
TS_02_Mandiri_kartu_kredit_cicilan,Firefox 60.0,,2018-10-12 15:47:54,2018-10-12 15:48:13,18.096s,INCOMPLETE
,,,,,,
Test Cases/TC_01_Member_Login/TC_MOBILE_LOGIN,Firefox 60.0,,2018-10-12 15:47:55,2018-10-12 15:48:10,14.943s,FAILED
openBrowser,Firefox 60.0,,2018-10-12 15:47:57,2018-10-12 15:48:10,12.913s,PASSED
maximizeWindow,Firefox 60.0,,2018-10-12 15:48:10,2018-10-12 15:48:10,0.398s,FAILED
,,,,,,
Test Cases/TC_02_PDP/TC_PDP_Digital_5_barang,Firefox 60.0,,2018-10-12 15:48:10,2018-10-12 15:48:11,0.864s,FAILED
navigateToUrl,Firefox 60.0,,2018-10-12 15:48:11,2018-10-12 15:48:11,0.077s,FAILED
,,,,,,
Test Cases/TC_03_Trade/Choose Payment Method/TC_02_Digital_Mandiri_Kartu_kredit_cicilan,Firefox 60.0,,2018-10-12 15:48:11,2018-10-12 15:48:13,1.355s,FAILED
click,Firefox 60.0,,2018-10-12 15:48:12,2018-10-12 15:48:12,0.290s,FAILED
