Suite/Test/Step Name,Browser,Description,Start time,End time,Duration,Status
TS_02_Mandiri_kartu_kredit_cicilan,IE 10.0,,2018-10-12 15:48:03,2018-10-12 15:48:34,31.960s,PASSED
,,,,,,
Test Cases/TC_01_Member_Login/TC_MOBILE_LOGIN,IE 10.0,,2018-10-12 15:48:04,2018-10-12 15:48:25,21.742s,PASSED
openBrowser,IE 10.0,,2018-10-12 15:48:05,2018-10-12 15:48:17,12.153s,PASSED
maximizeWindow,IE 10.0,,2018-10-12 15:48:17,2018-10-12 15:48:18,1.263s,PASSED
setText,IE 10.0,,2018-10-12 15:48:18,2018-10-12 15:48:19,0.564s,PASSED
setText,IE 10.0,,2018-10-12 15:48:19,2018-10-12 15:48:19,0.318s,PASSED
delay,IE 10.0,,2018-10-12 15:48:19,2018-10-12 15:48:20,1.051s,PASSED
click,IE 10.0,,2018-10-12 15:48:20,2018-10-12 15:48:25,5.370s,PASSED
,,,,,,
Test Cases/TC_02_PDP/TC_PDP_Digital_5_barang,IE 10.0,,2018-10-12 15:48:25,2018-10-12 15:48:33,7.194s,PASSED
navigateToUrl,IE 10.0,,2018-10-12 15:48:26,2018-10-12 15:48:28,2.256s,PASSED
delay,IE 10.0,,2018-10-12 15:48:28,2018-10-12 15:48:30,2.010s,PASSED
click,IE 10.0,,2018-10-12 15:48:30,2018-10-12 15:48:30,0.201s,PASSED
setText,IE 10.0,,2018-10-12 15:48:30,2018-10-12 15:48:31,0.152s,PASSED
click,IE 10.0,,2018-10-12 15:48:31,2018-10-12 15:48:33,2.022s,PASSED
,,,,,,
Test Cases/TC_03_Trade/Choose Payment Method/TC_02_Digital_Mandiri_Kartu_kredit_cicilan,IE 10.0,,2018-10-12 15:48:33,2018-10-12 15:48:34,0.937s,PASSED
click,IE 10.0,,2018-10-12 15:48:33,2018-10-12 15:48:33,0.156s,PASSED
click,IE 10.0,,2018-10-12 15:48:33,2018-10-12 15:48:33,0.288s,PASSED
blj.common.report.Autoplaced.AppendToBlanjaAutoplacedReport,IE 10.0,,2018-10-12 15:48:33,2018-10-12 15:48:34,0.049s,PASSED
