Suite/Test/Step Name,Browser,Description,Start time,End time,Duration,Status
TS_29_Kartu_kredit_cicilan,IE 10.0,,2018-10-15 10:48:07,2018-10-15 10:48:33,25.547s,PASSED
,,,,,,
Test Cases/TC_01_Member_Login/TC_MOBILE_LOGIN,IE 10.0,,2018-10-15 10:48:08,2018-10-15 10:48:17,9.729s,PASSED
openBrowser,IE 10.0,,2018-10-15 10:48:08,2018-10-15 10:48:13,5.365s,PASSED
maximizeWindow,IE 10.0,,2018-10-15 10:48:13,2018-10-15 10:48:15,1.234s,PASSED
setText,IE 10.0,,2018-10-15 10:48:15,2018-10-15 10:48:15,0.302s,PASSED
setText,IE 10.0,,2018-10-15 10:48:15,2018-10-15 10:48:15,0.203s,PASSED
delay,IE 10.0,,2018-10-15 10:48:15,2018-10-15 10:48:16,1.030s,PASSED
click,IE 10.0,,2018-10-15 10:48:16,2018-10-15 10:48:17,1.185s,PASSED
,,,,,,
Test Cases/TC_02_PDP/TC_PDP_Digital_5_barang,IE 10.0,,2018-10-15 10:48:17,2018-10-15 10:48:26,8.103s,PASSED
navigateToUrl,IE 10.0,,2018-10-15 10:48:18,2018-10-15 10:48:21,3.428s,PASSED
delay,IE 10.0,,2018-10-15 10:48:21,2018-10-15 10:48:23,2.005s,PASSED
click,IE 10.0,,2018-10-15 10:48:23,2018-10-15 10:48:23,0.153s,PASSED
click,IE 10.0,,2018-10-15 10:48:23,2018-10-15 10:48:24,0.147s,PASSED
click,IE 10.0,,2018-10-15 10:48:24,2018-10-15 10:48:24,0.079s,PASSED
click,IE 10.0,,2018-10-15 10:48:24,2018-10-15 10:48:24,0.081s,PASSED
click,IE 10.0,,2018-10-15 10:48:24,2018-10-15 10:48:24,0.080s,PASSED
click,IE 10.0,,2018-10-15 10:48:24,2018-10-15 10:48:26,1.760s,PASSED
,,,,,,
Test Cases/TC_03_Trade/Choose Payment Method/TC_29_Digital_Kartu_Kredit_Cicilan,IE 10.0,,2018-10-15 10:48:26,2018-10-15 10:48:26,0.779s,PASSED
click,IE 10.0,,2018-10-15 10:48:26,2018-10-15 10:48:26,0.217s,PASSED
selectOptionByIndex,IE 10.0,,2018-10-15 10:48:26,2018-10-15 10:48:26,0.258s,PASSED
blj.common.report.Autoplaced.AppendToBlanjaAutoplacedReport,IE 10.0,,2018-10-15 10:48:26,2018-10-15 10:48:26,0.041s,PASSED
,,,,,,
Test Cases/TC_03_Trade/TC_Click_Button_Order_and_get_order_number,IE 10.0,,2018-10-15 10:48:26,2018-10-15 10:48:32,5.625s,PASSED
click,IE 10.0,,2018-10-15 10:48:27,2018-10-15 10:48:27,0.203s,PASSED
navigateToUrl,IE 10.0,,2018-10-15 10:48:27,2018-10-15 10:48:30,2.803s,PASSED
click,IE 10.0,,2018-10-15 10:48:30,2018-10-15 10:48:30,0.204s,PASSED
click,IE 10.0,,2018-10-15 10:48:30,2018-10-15 10:48:31,0.706s,PASSED
"Statement - orderNumber = ""- "" + com.kms.katalon.core.webui.keyword.WebUiBuiltInKeywords.getText(com.kms.katalon.core.testobject.ObjectRepository.findTestObject(No_order))",IE 10.0,,2018-10-15 10:48:31,2018-10-15 10:48:32,1.197s,PASSED
blj.common.report.Autoplaced.AppendToBlanjaAutoplacedReport,IE 10.0,,2018-10-15 10:48:32,2018-10-15 10:48:32,0.009s,PASSED
