Suite/Test/Step Name,Browser,Description,Start time,End time,Duration,Status
tes,Safari 4,,2018-10-10 16:41:31,2018-10-10 16:42:29,57.933s,FAILED
,,,,,,
Test Cases/TC_MOBILE_LOGIN,Safari 4,,2018-10-10 16:41:32,2018-10-10 16:41:41,8.682s,PASSED
openBrowser,Safari 4,,2018-10-10 16:41:32,2018-10-10 16:41:39,6.701s,PASSED
setText,Safari 4,,2018-10-10 16:41:39,2018-10-10 16:41:39,0.289s,PASSED
setText,Safari 4,,2018-10-10 16:41:39,2018-10-10 16:41:39,0.185s,PASSED
click,Safari 4,,2018-10-10 16:41:39,2018-10-10 16:41:41,1.126s,PASSED
,,,,,,
Test Cases/TC_PDP_digital,Safari 4,,2018-10-10 16:41:41,2018-10-10 16:42:29,48.818s,FAILED
executeJavaScript,Safari 4,,2018-10-10 16:41:41,2018-10-10 16:41:42,0.437s,PASSED
navigateToUrl,Safari 4,,2018-10-10 16:41:42,2018-10-10 16:41:47,5.377s,PASSED
waitForElementClickable,Safari 4,,2018-10-10 16:41:47,2018-10-10 16:41:47,0.094s,PASSED
click,Safari 4,,2018-10-10 16:41:47,2018-10-10 16:41:47,0.115s,PASSED
waitForElementPresent,Safari 4,,2018-10-10 16:41:47,2018-10-10 16:42:19,32.039s,PASSED
click,Safari 4,,2018-10-10 16:42:19,2018-10-10 16:42:29,10.173s,FAILED
