Suite/Test/Step Name,Browser,Description,Start time,End time,Duration,Status
TS_03_Mandiri_kartu_kredit,IE 10.0,,2018-10-11 11:23:58,2018-10-11 11:24:07,9.249s,FAILED
,,,,,,
Test Cases/TC_01_Member_Login/TC_MOBILE_LOGIN,IE 10.0,,2018-10-11 11:23:58,2018-10-11 11:24:05,7.025s,PASSED
openBrowser,IE 10.0,,2018-10-11 11:23:58,2018-10-11 11:24:03,4.440s,PASSED
maximizeWindow,IE 10.0,,2018-10-11 11:24:03,2018-10-11 11:24:04,1.196s,PASSED
setText,IE 10.0,,2018-10-11 11:24:04,2018-10-11 11:24:04,0.298s,PASSED
setText,IE 10.0,,2018-10-11 11:24:04,2018-10-11 11:24:04,0.189s,PASSED
click,IE 10.0,,2018-10-11 11:24:04,2018-10-11 11:24:05,0.516s,PASSED
,,,,,,
Test Cases/TC_02_PDP/TC_PDP_digital,IE 10.0,,2018-10-11 11:24:05,2018-10-11 11:24:05,0.466s,FAILED
navigateToUrl,IE 10.0,,2018-10-11 11:24:05,2018-10-11 11:24:05,0.149s,FAILED
,,,,,,
Test Cases/TC_03_Trade/Choose Payment Method/TC_03_Mandiri_Kartu_kredit,IE 10.0,,2018-10-11 11:24:05,2018-10-11 11:24:06,0.320s,FAILED
click,IE 10.0,,2018-10-11 11:24:06,2018-10-11 11:24:06,0.032s,FAILED
,,,,,,
Test Cases/TC_03_Trade/TC_Click_Button_Order_and_get_order_number,IE 10.0,,2018-10-11 11:24:06,2018-10-11 11:24:06,0.321s,FAILED
click,IE 10.0,,2018-10-11 11:24:06,2018-10-11 11:24:06,0.021s,FAILED
